epoch,dice_coef,loss,lr,val_dice_coef,val_loss
0,0.5501788,0.5046774001751378,0.001,0.5677129,0.4875472756949338
1,0.5637179,0.4911859014644057,0.001,0.4550657,0.6006066286654184
2,0.5656283,0.48998582377465316,0.001,0.51742125,0.5374939139142181
3,0.569316,0.48608449714937435,0.001,0.5139048,0.5414035862142389
4,0.5706309,0.4848234842537543,0.001,0.59198815,0.46300800144672394
5,0.5771772,0.4787205547470682,0.001,0.57927495,0.4767531266040874
6,0.5805592,0.4752653883499429,0.001,0.575324,0.4803530618999944
7,0.5826393,0.4734045287654309,0.001,0.5711278,0.48476052126198105
8,0.59010935,0.46566986093828877,0.001,0.55276775,0.5031290460716594
9,0.6272362,0.42718499920415504,0.000100000005,0.6327354,0.42033891458854533
10,0.6414906,0.41045485458720016,0.000100000005,0.63633215,0.4145568356369481
11,0.64804775,0.4018687520913166,0.000100000005,0.6397141,0.40926082770932803
12,0.65279937,0.3953193340590158,0.000100000005,0.64058024,0.40677239429770096
13,0.6567057,0.38995474824854737,0.000100000005,0.6444421,0.4015460714246287
14,0.6595907,0.3857987415792947,0.000100000005,0.64840317,0.3964526228832476
15,0.6629503,0.3813511880432396,0.000100000005,0.6478894,0.39587907335071854
16,0.66588444,0.37736775383941634,0.000100000005,0.6503916,0.3923592908364354
17,0.6669697,0.37532079463541257,0.000100000005,0.64922357,0.39266568648092676
18,0.6696996,0.3717511830491899,0.000100000005,0.65511763,0.38595438195448933
19,0.67144173,0.36922826277012577,0.000100000005,0.6507047,0.38958738337863574
20,0.67373407,0.36616252371389846,0.000100000005,0.6537202,0.3858081396443374
21,0.675564,0.3636115953807101,0.000100000005,0.65746385,0.3813966192079313
22,0.67788035,0.36065906629124633,0.000100000005,0.66213393,0.376105512407693
23,0.67922825,0.3586824460279538,0.000100000005,0.650652,0.3869771747426553
24,0.6810338,0.3563213753697867,0.000100000005,0.66143113,0.3756348461364255
25,0.68417984,0.35258506910789944,0.000100000005,0.65782773,0.37867387530930113
26,0.6845244,0.351718743842287,0.000100000005,0.6514544,0.38457422680927045
27,0.68557656,0.3501929636767642,0.000100000005,0.66698,0.36857476932081307
28,0.6875583,0.34781078412146194,0.000100000005,0.6556231,0.3795450356873599
29,0.6896608,0.34527861346197786,0.000100000005,0.6678321,0.36690138731942035
30,0.690591,0.3439194734569876,0.000100000005,0.6621317,0.37219095546187775
31,0.6912685,0.34285088743671766,0.000100000005,0.6702285,0.36371647623000725
32,0.69270223,0.3410790619976321,0.000100000005,0.6639086,0.3696952745544188
33,0.6951157,0.3383240010085338,0.000100000005,0.6660351,0.36725784928509686
34,0.69595563,0.33714926642163956,0.000100000005,0.66768706,0.3652734871615063
35,0.6971956,0.33560181861471905,0.000100000005,0.6573874,0.37526829360109387
36,0.7031582,0.3294511318421837,1.0000001e-05,0.6731171,0.3594689965248108
37,0.7052753,0.3272727713433887,1.0000001e-05,0.67097545,0.36154448850588367
38,0.7060657,0.32641089020498915,1.0000001e-05,0.67162263,0.36083564512205846
39,0.7063107,0.32611221400619533,1.0000001e-05,0.67434275,0.3580549090649142
40,0.7074824,0.32487101875294855,1.0000001e-05,0.67505556,0.3572785737500949
41,0.7071163,0.3251850126644585,1.0000001e-05,0.67496294,0.35731094511169376
42,0.70835036,0.3238766840182127,1.0000001e-05,0.67293626,0.3592813905667175
43,0.7084372,0.32373946529097586,1.0000001e-05,0.6720145,0.36014244547395996
44,0.7083016,0.32381875152326484,1.0000001e-05,0.67627704,0.3558227970744624
45,0.7086713,0.3233865954326852,1.0000001e-05,0.6746029,0.3574409435192744
46,0.70897305,0.32301976019357914,1.0000001e-05,0.67411906,0.3578657006675547
47,0.7098804,0.3220688051822836,1.0000001e-05,0.67474735,0.35718177755673725
48,0.7093084,0.32258309211860464,1.0000001e-05,0.6740288,0.3578461113978516
49,0.71057343,0.32129182299910053,1.0000001e-06,0.6749521,0.35691676898436114
50,0.7102405,0.3216187067316443,1.0000001e-06,0.6752961,0.35656639233683096
51,0.71049786,0.32135835293539305,1.0000001e-06,0.6741775,0.3576790624947259
52,0.71072876,0.32111260442761,1.0000001e-06,0.67408234,0.35776765012379846
53,0.7105427,0.32128519456894084,1.0000001e-07,0.67324656,0.3586029073957241
54,0.7102842,0.32155296624029395,1.0000001e-07,0.67340004,0.35844882916320453
